6382	Jubahl Corpseseeker	Demon Trainer	1455	Ironforge	52.8,6 53.2,6.6 53.2,7.6
6328	Dannie Fizzwizzle	Demon Trainer	1426	Dun Morogh	47.2,53.4 47.2,53.6
5815	Kurgul	Demon Trainer	1454	Orgrimmar	47.4,46.8 47.4,47.6 47.6,46.4 47.6,46.8 47.6,47.6
5753	Martha Strain	Demon Trainer	1458	Undercity	85.4,15.4 85.4,15.8 85.8,15.4 85.8,15.8
5750	Gina Lang	Demon Trainer	1420	Tirisfal Glades	61.6,52.4 61.6,52.6
12776	Hraug	Demon Trainer	1411	Durotar	40.6,68.4
6027	Kitha	Demon Trainer	1411	Durotar	54.4,41.4 54.6,41.4 54.6,41.6
5520	Spackle Thornberry	Demon Trainer	1453	Stormwind City	25.4,77.8 25.4,78.6 25.8,77.4 25.8,77.6
5749	Kayla Smithe	Demon Trainer	1420	Tirisfal Glades	30.8,66.4
6373	Dane Winslow	Demon Trainer	1429	Elwynn Forest	50,42.6
6374	Cylina Darkheart	Demon Trainer	1429	Elwynn Forest	44.4,66
6376	Wren Darkspring	Demon Trainer	1426	Dun Morogh	28.8,66.2
