12042	Loganaar	Druid Trainer	1450	Moonglade	52.4,40.4 52.4,40.6 52.6,40.4
5880	Un'Thuwa	Mage Trainer	1411	Durotar	56.2,75
927	Brother Wilhelm	Paladin Trainer	1429	Elwynn Forest	41,66
3064	Gennia Runetotem	Druid Trainer	1412	Mulgore	48.4,59.4 48.4,59.6 48.6,59.4 48.6,59.6
377	Priestess Josetta	Priest Trainer	1429	Elwynn Forest	43.4,65.6
3595	Shanda	Priest Trainer	1438	Teldrassil	59.2,40.4 59.2,40.6
3601	Dazalar	Hunter Trainer	1438	Teldrassil	56.6,59.4 56.6,59.6
3593	Alyissia	Warrior Trainer	1438	Teldrassil	59.4,38.6 59.6,38.4 59.6,38.6
3066	Narm Skychaser	Shaman Trainer	1412	Mulgore	48.4,59.2
375	Priestess Anetta	Priest Trainer	1429	Elwynn Forest	49.8,39.4 49.8,39.6
3173	Swart	Shaman Trainer	1411	Durotar	54.4,42.4 54.4,42.6
3602	Kal	Druid Trainer	1438	Teldrassil	56,61.4 56,61.6
5506	Maldryn	Druid Trainer	1453	Stormwind City	18.8,52.6 18.8,53.6 19,52.4 19.6,51.8 19.8,52.6
4215	Anishar	Rogue Trainer	1457	Darnassus	37.8,19.6 37.8,21.2 37.8,21.6 38.6,20.4 38.6,21.4
1231	Grif Wildheart	Hunter Trainer	1426	Dun Morogh	45.8,53
1232	Azar Stronghammer	Paladin Trainer	1426	Dun Morogh	47.4,52 47.6,52
917	Keryn Sylvius	Rogue Trainer	1429	Elwynn Forest	43.8,65.8
5884	Mai'ah	Mage Trainer	1411	Durotar	42.4,69 42.6,69
2129	Dark Cleric Beryl	Priest Trainer	1420	Tirisfal Glades	61.6,52.2
3172	Dhugru Gorelust	Warlock Trainer	1411	Durotar	54.2,41.2
8140	Brother Karman	Paladin Trainer	1445	Dustwallow Marsh	67.2,47.6 67.4,47.4 67.6,47.4
3600	Laurna Morninglight	Priest Trainer	1438	Teldrassil	55.4,56.8 55.6,56.8
3171	Thotar	Hunter Trainer	1411	Durotar	51.8,43.4 51.8,43.6
8308	Alenndaar Lapidaar	Hunter Trainer	1440	Ashenvale	18,59.8
926	Bromos Grummner	Paladin Trainer	1426	Dun Morogh	28.8,68.2
4214	Erion Shadewhisper	Rogue Trainer	1457	Darnassus	34.4,25.8 34.6,25.6 35.2,25.2
198	Khelden Bremen	Mage Trainer	1429	Elwynn Forest	49.4,39.6 49.6,39.4 49.6,39.6
3063	Krang Stonehoof	Warrior Trainer	1412	Mulgore	49.4,60.4 49.4,60.6 49.6,60.4 49.6,60.6
925	Brother Sammuel	Paladin Trainer	1429	Elwynn Forest	50.4,42
3156	Nartok	Warlock Trainer	1411	Durotar	40.6,68.4
9465	Golhine the Hooded	Druid Trainer	1448	Felwood	61.8,24.6 62,24.4
3706	Tai'jin	Priest Trainer	1411	Durotar	54.2,42.8
460	Alamar Grimm	Warlock Trainer	1426	Dun Morogh	28.6,66.2
3154	Jen'shan	Hunter Trainer	1411	Durotar	42.8,69.2
3157	Shikrik	Shaman Trainer	1411	Durotar	42.4,69
4090	Astarii Starseeker	Priest Trainer	1457	Darnassus	37.4,80.8 38.2,80.4 38.4,80.8 38.6,80.4 38.6,80.8
459	Drusilla La Salle	Warlock Trainer	1429	Elwynn Forest	49.8,42.6
1226	Maxan Anvol	Priest Trainer	1426	Dun Morogh	47.2,52.2
3963	Danlaar Nightstride	Hunter Trainer	1440	Ashenvale	50,67.8
1229	Granis Swiftaxe	Warrior Trainer	1426	Dun Morogh	47.2,52.4 47.2,52.6
1228	Magis Sparkmantle	Mage Trainer	1426	Dun Morogh	47.4,52
3065	Yaw Sharpmane	Hunter Trainer	1412	Mulgore	46.8,59.6 47.8,55.4 47.8,55.6
3594	Frahun Shadewhisper	Rogue Trainer	1438	Teldrassil	59.4,38.8 59.6,38.6
988	Kartosh	Warlock Trainer	1435	Swamp of Sorrows	48.4,55.4 48.4,55.6 48.6,55.4 48.6,55.6
3597	Mardant Strongoak	Druid Trainer	1438	Teldrassil	58.6,40.4
987	Ogromm	Hunter Trainer	1435	Swamp of Sorrows	47.2,53.2 47.6,53.2
328	Zaldimar Wefhellt	Mage Trainer	1429	Elwynn Forest	43.2,66.2
3059	Harutt Thunderhorn	Warrior Trainer	1412	Mulgore	44,76
915	Jorik Kerridan	Rogue Trainer	1429	Elwynn Forest	50.4,39.8 50.6,40
3170	Kaplak	Rogue Trainer	1411	Durotar	52,43.4 52,43.6
911	Llane Beshere	Warrior Trainer	1429	Elwynn Forest	50.2,42.2
3169	Tarshaw Jaggedscar	Warrior Trainer	1411	Durotar	54,42.6 54.2,42.4
3153	Frang	Warrior Trainer	1411	Durotar	42.8,69.4
3060	Gart Mistrunner	Druid Trainer	1412	Mulgore	45,76
11397	Nara Meideros	Priest Trainer	1453	Stormwind City	20.2,50.8 20.4,50.4 20.8,50.2 21.2,50.6
2124	Isabella	Mage Trainer	1420	Tirisfal Glades	30.8,66
3707	Ken'jai	Priest Trainer	1411	Durotar	42.4,68.8
837	Branstock Khalder	Priest Trainer	1426	Dun Morogh	28.6,66.4 28.6,66.6
944	Marryk Nurribit	Mage Trainer	1426	Dun Morogh	28.6,66.4
3062	Meela Dawnstrider	Shaman Trainer	1412	Mulgore	45,76
5517	Thorfin Stoneshield	Hunter Trainer	1453	Stormwind City	62.4,14.4 62.4,14.6 62.6,14.4
3596	Ayanna Everstride	Hunter Trainer	1438	Teldrassil	58.4,40.6 58.6,40.4 58.6,40.6
2128	Cain Firesong	Mage Trainer	1420	Tirisfal Glades	61.8,52.4
2122	David Trias	Rogue Trainer	1420	Tirisfal Glades	32.4,65.6 32.6,65.6
5612	Gimrizz Shadowcog	Warlock Trainer	1426	Dun Morogh	47.2,53.4 47.2,53.6
2130	Marion Call	Rogue Trainer	1420	Tirisfal Glades	61.6,52
906	Maximillian Crowe	Warlock Trainer	1429	Elwynn Forest	44.4,66
916	Solm Hargrin	Rogue Trainer	1426	Dun Morogh	28.4,67.4 28.4,67.6
2123	Dark Cleric Duesten	Priest Trainer	1420	Tirisfal Glades	31,66
1234	Hogral Bakkan	Rogue Trainer	1426	Dun Morogh	47.4,52.4 47.6,52.4 47.6,52.6
3598	Kyra Windblade	Warrior Trainer	1438	Teldrassil	56.2,59.2
913	Lyria Du Lac	Warrior Trainer	1429	Elwynn Forest	41,65.8
2126	Maximillion	Warlock Trainer	1420	Tirisfal Glades	30.8,66.2
5146	Nittlebur Sparkfizzle	Mage Trainer	1455	Ironforge	25.4,4.4 25.4,4.6 25.6,4.4 25.8,5.2 26,5.8 26,6.6 26.6,6.4 26.6,10 27,6.8
895	Thorgas Grimson	Hunter Trainer	1426	Dun Morogh	29,67.4 29,67.6
912	Thran Khorman	Warrior Trainer	1426	Dun Morogh	28.8,67.2
986	Haromm	Shaman Trainer	1435	Swamp of Sorrows	47.8,57.4 48,57.8
8142	Jannos Lighthoof	Druid Trainer	1444	Feralas	76,42.2
4138	Jeen'ra Nightrunner	Hunter Trainer	1457	Darnassus	39.4,5.8 39.4,6.6 39.6,5.4 39.6,5.8
2127	Rupert Boch	Warlock Trainer	1420	Tirisfal Glades	61.6,52.4 61.6,52.6
3155	Rwag	Rogue Trainer	1411	Durotar	41.2,68
5141	Theodrus Frostbeard	Priest Trainer	1455	Ironforge	23.2,8.4 23.4,8.6 23.4,10 23.8,8.4 23.8,9 24,10.2
8141	Captain Evencane	Warrior Trainer	1445	Dustwallow Marsh	67.8,48.4 68,48.6
2119	Dannal Stern	Warrior Trainer	1420	Tirisfal Glades	32.4,65.6 32.6,65.6
3599	Jannok Breezesong	Rogue Trainer	1438	Teldrassil	56.2,60
5501	Kaerbrus	Hunter Trainer	1448	Felwood	61.8,23.4 61.8,23.6
1404	Kragg	Hunter Trainer	1434	Stranglethorn Vale	31.2,28.4 31.2,28.6
3061	Lanka Farshot	Hunter Trainer	1412	Mulgore	44.2,75.8
985	Malosh	Warrior Trainer	1435	Swamp of Sorrows	44.8,57.4 44.8,57.6
2131	Austil de Mon	Warrior Trainer	1420	Tirisfal Glades	61.8,52.4 61.8,52.6
10930	Dargh Trueaim	Hunter Trainer	1432	Loch Modan	82.2,62.4 82.4,62.6
1411	Ian Strom	Rogue Trainer	1434	Stranglethorn Vale	26.8,77.2
