9987	Shoja'my	stable	1411	Durotar	52.0,41.8
10050	Seikwa	stable	1412	Mulgore	46.8,60.2
9981	Sikwa	stable	1413	The Barrens	51.6,29.6
9983	Kelsuwa	stable	1413	The Barrens	45.2,58.6
10063	Reggifuz	stable	1413	The Barrens	62.2,39.2
10051	Seriadne	stable	1438	Teldrassil	56.6,59.6
10085	Jaelysia	stable	1439	Darkshore	37.4,44.2
10052	Maluressian	stable	1440	Ashenvale	36.4,50.4
15131	Qeeju	stable	1440	Ashenvale	73.4,61.0
11117	Awenasa	stable	1441	Thousand Needles	45.8,51.0
10048	Gereck	stable	1442	Stonetalon Mountains	47.8,61.2
11104	Shelgrayn	stable	1443	Desolace	65.6,7.8
11105	Aboda	stable	1443	Desolace	24.8,68.8
9986	Shyrka Wolfrunner	stable	1444	Feralas	74.4,43.2
10059	Antarius	stable	1444	Feralas	31.4,43.2
10047	Michael	stable	1445	Dustwallow Marsh	66.0,45.4
9985	Laziphus	stable	1446	Tanaris	52.2,28.0
228176	Banteazo	stable	1450	Moonglade	56.2,32.4
15722	Squire Leoren Mal'derath	stable	1451	Silithus	49.2,36.6
11119	Azzleby	stable	1452	Winterspring	60.4,38.0
10054	Bulrug	stable	1456	Thunder Bluff	45.0,59.2
10056	Alassin	stable	1438	Teldrassil	25.4,49.0
9976	Tharlidun	stable	1417	Arathi Highlands	73.8,33.2
10058	Greth	stable	1418	Badlands	3.8,47.6
10055	Morganus	stable	1420	Tirisfal Glades	60.0,52.2
9979	Sarah Goode	stable	1421	Silverpine Forest	43.4,41.2
9978	Wesley	stable	1424	Hillsbrad Foothills	50.4,58.6
10057	Theodore Mont Claire	stable	1416	Alterac Mountains	60.9,81.6
10061	Killium Bouldertoe	stable	1425	The Hinterlands	14.4,45.2
14741	Huntsman Markhor	stable	1425	The Hinterlands	79.0,79.4
9980	Shelby Stoneflint	stable	1426	Dun Morogh	47.0,52.6
6749	Erma	stable	1429	Elwynn Forest	42.8,65.8
10062	Steven Black	stable	1431	Duskwood	74.0,46.2
9989	Lina Hearthstove	stable	1432	Loch Modan	34.6,48.0
9982	Penny	stable	1433	Redridge Mountains	26.8,46.6
10060	Grimestack	stable	1434	Stranglethorn Vale	27.2,77.2
16094	Durik	stable	1434	Stranglethorn Vale	31.8,29.4
10049	Hekkru	stable	1435	Swamp of Sorrows	45.4,55.0
10045	Kirk Maxwell	stable	1436	Westfall	53.0,53.0
10046	Bethaine Flinthammer	stable	1437	Wetlands	10.4,59.6
9977	Sylista	stable	1453	Stormwind City	29.4,51.2
11069	Jenova Stoneshield	stable	1429	Elwynn Forest	25.2,11.0
9984	Ulbrek Firehand	stable	1426	Dun Morogh	62.2,34.6
10053	Anya Maulray	stable	1458	Undercity	67.3,38.1
