4165	Elissa Dumas	Mage Trainer	1457	Darnassus	40.4,81.9
5957	Birgitte Cranston	Mage Trainer	1412	Mulgore	35.7,30.1
5958	Thuul	Mage Trainer	1454	Orgrimmar	38.5,85.9
246344	Alodan the Hopeful	Paladin Trainer	1412	Mulgore	36.2,29.7
262558	Palah Thunderhoof	Shaman Trainer	1412	Mulgore	33.6,22.4
262560	Hana Lighthoof	Druid Trainer	1412	Mulgore	33.4,22.0
514	Smith Argus	Warrior Trainer	1429	Elwynn Forest	41.6,65.6
1300	Lawrence Schneider	Mage Trainer	1453	Stormwind City	43.6,73.8
2485	Larimaine Purdue	Mage Trainer	1453	Stormwind City	39.4,79.6
2492	Lexington Mortaim	Mage Trainer	1458	Undercity	84.1,16.1
11048	Victor Ward	Priest Trainer	1458	Undercity	70.1,29.7
244808	Aramis Hammerhand	Paladin Trainer	1420	Tirisfal Glades	31.0,66.2
246152	Shari Stilwell	Paladin Trainer	1420	Tirisfal Glades	60.2,52.6
246389	Hilda the Breaker	Paladin Trainer	1420	Tirisfal Glades	22.0,47.2
248415	Tordrin Sternblade	Hunter Trainer	1429	Elwynn Forest	51.2,40.8
251507	Josephine Carson	Hunter Trainer	1429	Elwynn Forest	41.2,66.2
257446	Teo Hammerstorm	Shaman Trainer	1426	Dun Morogh	28.8,66.2
258098	Eldrun Stormbreaker	Shaman Trainer	1455	Ironforge	47.3,13.6
258113	Ingrid Dunwald	Shaman Trainer	1426	Dun Morogh	47.4,52.0
258785	High Priestess Mims	Priest Trainer	1455	Ironforge	24.7,10.0
260093	Garen Largo	Paladin Trainer	1458	Undercity	47.3,15.1
270459	Alfina Nightgaze	Druid Trainer	1416	Alterac Mountains	11.8,56.6
