1247	Innkeeper Belm	Innkeeper	1426	Dun Morogh	47.4,52.4 47.4,52.6
6735	Innkeeper Saelienne	Innkeeper	1457	Darnassus	67,16.8 67.2,15.4 67.2,15.8 67.6,15.2
6791	Innkeeper Wiley	Innkeeper	1413	The Barrens	62,39.4
11116	Innkeeper Abeqwa	Innkeeper	1441	Thousand Needles	46,51.4 46,51.6
5111	Innkeeper Firebrew	Innkeeper	1455	Ironforge	18.4,51.4 18.4,51.6 18.6,51.4 18.6,51.6
9501	Innkeeper Adegwa	Innkeeper	1417	Arathi Highlands	73.8,32.4 73.8,32.6
6929	Innkeeper Gryshka	Innkeeper	1454	Orgrimmar	54,68.6 54.2,68.4
6746	Innkeeper Pala	Innkeeper	1456	Thunder Bluff	45.4,63.4 45.4,63.6 45.6,63.4 45.8,64.4 45.8,64.6
6736	Innkeeper Keldamyr	Innkeeper	1438	Teldrassil	55.6,59.8
6740	Innkeeper Allison	Innkeeper	1453	Stormwind City	52.4,65.6 52.6,65.6 52.8,65.4
295	Innkeeper Farley	Innkeeper	1429	Elwynn Forest	43.8,65.8
6747	Innkeeper Kauth	Innkeeper	1412	Mulgore	46.6,61
6741	Innkeeper Norman	Innkeeper	1458	Undercity	66.8,38.6 67.4,38.2 67.6,38.2 67.8,38.6
15174	Calandrath	Innkeeper	1451	Silithus	51.8,39
7731	Innkeeper Jayka	Innkeeper	1442	Stonetalon Mountains	47.4,62 47.6,62
7744	Innkeeper Thulfram	Innkeeper	1425	The Hinterlands	13.4,41.8 13.8,41.6
7733	Innkeeper Fizzgrimble	Innkeeper	1446	Tanaris	52.4,27.8 52.6,28
1464	Innkeeper Helbrek	Innkeeper	1437	Wetlands	10.6,60.8
6737	Innkeeper Shaussiy	Innkeeper	1439	Darkshore	37,44
2352	Innkeeper Anderson	Innkeeper	1424	Hillsbrad Foothills	51,58.8
8931	Innkeeper Heather	Innkeeper	1436	Westfall	52.8,53.4 52.8,53.6
12196	Innkeeper Kaylisk	Innkeeper	1440	Ashenvale	74,60.6
5688	Innkeeper Renee	Innkeeper	1420	Tirisfal Glades	61.6,52
7736	Innkeeper Shyria	Innkeeper	1444	Feralas	31,43.4
5814	Innkeeper Thulbek	Innkeeper	1434	Stranglethorn Vale	31.4,29.6
11118	Innkeeper Vizzie	Innkeeper	1452	Winterspring	61.2,38.8
16256	Jessica Chambers	Innkeeper	1423	Eastern Plaguelands	81.4,58.2 81.6,58
3934	Innkeeper Boorand Plainswind	Innkeeper	1413	The Barrens	52,29.8
6727	Innkeeper Brianna	Innkeeper	1433	Redridge Mountains	26.8,44.2 26.8,44.8
7714	Innkeeper Byula	Innkeeper	1413	The Barrens	45.4,59 45.6,59
6928	Innkeeper Grosk	Innkeeper	1411	Durotar	51.4,41.6 51.6,41.6
11103	Innkeeper Lyshaerya	Innkeeper	1443	Desolace	66.2,6.6
2388	Innkeeper Shay	Innkeeper	1424	Hillsbrad Foothills	62.6,19
11106	Innkeeper Sikewa	Innkeeper	1443	Desolace	24,68.2
14731	Lard	Innkeeper	1425	The Hinterlands	78.2,81.2
6739	Innkeeper Bates	Innkeeper	1421	Silverpine Forest	43.2,41.2
16458	Innkeeper Faralia	Innkeeper	1442	Stonetalon Mountains	35.6,5.8
7737	Innkeeper Greul	Innkeeper	1444	Feralas	74.8,45
6734	Innkeeper Hearthstove	Innkeeper	1432	Loch Modan	35.4,48.4 35.4,48.6
6272	Innkeeper Janene	Innkeeper	1445	Dustwallow Marsh	66.4,45.2 66.6,45.2
6930	Innkeeper Karakul	Innkeeper	1435	Swamp of Sorrows	45,56.4 45,56.6
6738	Innkeeper Kimlya	Innkeeper	1440	Ashenvale	37,49.2
9356	Innkeeper Shul'kar	Innkeeper	1418	Badlands	2.8,45.8
6807	Innkeeper Skindle	Innkeeper	1434	Stranglethorn Vale	27,77.2
6790	Innkeeper Trelayne	Innkeeper	1431	Duskwood	73.8,44.4 74,44.6
