3496	Fuzruckle	Banker	1413	The Barrens	62.6,37.4
8357	Atepa	Banker	1456	Thunder Bluff	46.4,58.8 47,59
8356	Chesmu	Banker	1456	Thunder Bluff	46.4,58.4 46.4,58.6 46.8,58.2
7799	Gimblethorn	Banker	1446	Tanaris	52.2,28.8
8123	Rickle Goldgrubber	Banker	1434	Stranglethorn Vale	26.4,76.4 26.6,76.4
3320	Soran	Banker	1454	Orgrimmar	49.2,69.4 49.2,69.6 49.6,70.2
3309	Karus	Banker	1454	Orgrimmar	49.4,69.2 49.6,69.4 49.8,70
2455	Olivia Burnside	Banker	1453	Stormwind City	57.4,72.4 57.6,72.4
5099	Soleil Stonemantle	Banker	1455	Ironforge	36.4,62.2 36.4,62.6 36.6,62.2 36.8,61.4
2996	Torn	Banker	1456	Thunder Bluff	47.4,58.4 47.4,58.8 47.6,58.4 47.6,58.6
2625	Viznik Goldgrubber	Banker	1434	Stranglethorn Vale	26.6,76.4 26.6,76.6
4155	Idriana	Banker	1457	Darnassus	39.8,42.4 39.8,42.6
13917	Izzy Coppergrab	Banker	1452	Winterspring	61.4,37
2456	Newton Burnside	Banker	1453	Stormwind City	56.8,72.2 57,72.8
8124	Qizzik	Banker	1446	Tanaris	52.4,28.8
2461	Bailey Stonemantle	Banker	1455	Ironforge	35.4,60.4 35.4,60.6 35.6,60.4 35.6,60.6
2460	Barnum Stonemantle	Banker	1455	Ironforge	34.4,59 34.4,60 34.6,59 34.6,60 35,58.2
4209	Garryeth	Banker	1457	Darnassus	40,42.2
2457	John Burnside	Banker	1453	Stormwind City	56.4,73.2
3318	Koma	Banker	1454	Orgrimmar	49.8,69.6 50,68.4 50,68.8
4208	Lairn	Banker	1457	Darnassus	40,41.8
2459	Mortimer Montague	Banker	1458	Undercity	66,42.6 66,44 66.6,42.6 66.8,44
4550	Ophelia Montague	Banker	1458	Undercity	65.2,42.6 65.2,44 65.8,44 66,42.8
2458	Randolph Montague	Banker	1458	Undercity	65,44 66,42 66,43 66,43.8
4549	William Montague	Banker	1458	Undercity	65,44 66,44.2 66,45.2 66,46.2 66.8,44
8119	Zikkel	Banker	1413	The Barrens	62.6,37.4
257036	Baelann Favorbreeze	Banker	2521	Zephras Isle	57.6,77
257292	Brakkit	Banker	2548	Riverglades	76.6,54.2
275251	Paymaster Chang	Banker	1416	Alterac Mountains	10.8,68
275240	Teller Almeida	Banker	1416	Alterac Mountains	11,68.8
275214	Teller Althiellis	Banker	1416	Alterac Mountains	22.4,65.6
275243	Teller Gee	Banker	1416	Alterac Mountains	10.4,68.4
275212	Teller Hanners	Banker	1416	Alterac Mountains	23,65
275253	Teller Plushner	Banker	1416	Alterac Mountains	10.4,69
275210	Teller Rames	Banker	1416	Alterac Mountains	22.8,64.4
