8674	Auctioneer Stampi	Auctioneer	1456	Thunder Bluff	40.4,52.2 40.4,53 40.6,52.2 40.6,53
15683	Auctioneer Naxxremis	Auctioneer	1458	Undercity	63.4,36.4 63.6,36.6 64,36 64.2,35.4
8661	Auctioneer Beardo	Auctioneer	1446	Tanaris	52,29.4 52,29.6
8670	Auctioneer Chilton	Auctioneer	1453	Stormwind City	53.2,60.4 53.2,60.6
15677	Auctioneer Graves	Auctioneer	1434	Stranglethorn Vale	28.4,75.8
9858	Auctioneer Kresky	Auctioneer	1434	Stranglethorn Vale	27.8,77
8724	Auctioneer Wabang	Auctioneer	1454	Orgrimmar	55.4,64.8 55.6,64.6
8719	Auctioneer Fitch	Auctioneer	1453	Stormwind City	53.4,59.4 53.4,60.4 53.6,59.4 53.6,60.4
9857	Auctioneer Grizzlin	Auctioneer	1452	Winterspring	61.4,37.2
15679	Auctioneer Cazarez	Auctioneer	1457	Darnassus	55.2,53.6 55.4,52.4 55.4,52.8 55.6,52.2 55.6,52.6
8721	Auctioneer Epitwee	Auctioneer	1458	Undercity	63.4,51.8 64.2,52.2 64.2,52.6
15678	Auctioneer Silva'las	Auctioneer	1457	Darnassus	56.4,53.2 57,53.4 57.2,53.6 57.6,53.4 57.6,53.6
8673	Auctioneer Thathung	Auctioneer	1454	Orgrimmar	55.4,62.8 55.6,62.8
8671	Auctioneer Buckler	Auctioneer	1455	Ironforge	24,72 24.2,71.4 24.8,72.4 24.8,72.6
9856	Auctioneer Grimful	Auctioneer	1454	Orgrimmar	54.8,62.6 55,62
9859	Auctioneer Lympkin	Auctioneer	1455	Ironforge	25.4,73.8 25.4,75.4 25.4,75.6 25.6,73.8 25.6,75.6 25.8,75.2
15676	Auctioneer Yarly	Auctioneer	1458	Undercity	71.2,40.4 71.4,41.4 71.4,41.6 71.6,41.4 71.6,41.6
8723	Auctioneer Golothas	Auctioneer	1457	Darnassus	56.2,53.4 56.4,53.8 56.6,53.8
8722	Auctioneer Gullem	Auctioneer	1456	Thunder Bluff	38.4,50.6 38.8,50.4 39,50.6
15659	Auctioneer Jaxon	Auctioneer	1453	Stormwind City	53.4,59.4 53.4,59.6 53.6,59.4 53.6,59.6
15681	Auctioneer O'reely	Auctioneer	1434	Stranglethorn Vale	26.6,76.4
8720	Auctioneer Redmuse	Auctioneer	1455	Ironforge	24.2,74.4 24.2,74.6 25,73.4 25,73.6
15686	Auctioneer Rhyker	Auctioneer	1458	Undercity	60.4,46.4 60.4,46.8 60.6,46.4 60.6,46.8 60.8,47.8
15675	Auctioneer Stockton	Auctioneer	1458	Undercity	71,48 71.2,47 71.4,46.4 71.6,46.4 71.6,46.8
8669	Auctioneer Tolon	Auctioneer	1457	Darnassus	56,51.4 56.4,52 56.6,52.2 56.8,52.8
15684	Auctioneer Tricket	Auctioneer	1458	Undercity	60.4,41.4 60.4,41.6 60.6,41.2 60.6,41.6 60.8,40.4
15682	Auctioneer Cain	Auctioneer	1458	Undercity	67.4,35.6 67.6,35.4 67.8,36 68.4,36.6 68.6,36.4 68.6,36.6
8672	Auctioneer Leeka	Auctioneer	1458	Undercity	67.4,52.2 67.6,52.6 67.8,52.2
