3605	Nadyia Maneweaver	Journeyman Leatherworker	1438	Teldrassil	41.8,49.4 41.8,49.6	2108:Leatherworking
3523	Bowen Brisboise	Journeyman Tailor	1420	Tirisfal Glades	52.4,55.6 52.6,55.4 52.6,55.6	3908:Tailoring
5567	Sellandus	Expert Tailor	1453	Stormwind City	42,76.2 42,76.8	3908:Tailoring|3909:Tailoring
7088	Thuwd	Skinning Trainer	1454	Orgrimmar	63.2,45.2	2108:Leatherworking|8613:Skinning|8617:Skinning|8618:Skinning|10768:Skinning
5941	Lau'Tiki	Fisherman	1411	Durotar	53.2,81.4 53.2,81.6	7620:Fishing|7731:Fishing
1300	Lawrence Schneider	Journeyman Tailor	1453	Stormwind City	43.4,73.8 43.6,73.8	3908:Tailoring|3909:Tailoring|3910:Tailoring
5690	Clyde Kellen	Fisherman	1420	Tirisfal Glades	67.2,51	7620:Fishing|7731:Fishing
6306	Helene Peltskinner	Skinner	1429	Elwynn Forest	46.2,62.2	8613:Skinning|8617:Skinning|8618:Skinning|10768:Skinning
4156	Astaia	Fishing Trainer	1457	Darnassus	47.4,56.4 47.4,56.6 47.6,56.4 47.6,56.8	7620:Fishing|7731:Fishing
3484	Kil'hala	Journeyman Tailor	1413	The Barrens	52.2,31.6	3908:Tailoring
1346	Georgio Bolero	Artisan Tailor	1453	Stormwind City	43.2,73.4 43.2,73.6 43.6,73.8	3908:Tailoring|3909:Tailoring|3910:Tailoring
11044	Doctor Martin Felben	Journeyman Alchemist Trainer	1458	Undercity	45.8,73.2 46.4,74.2 46.4,74.6 46.6,74.4 46.6,74.6	2259:Alchemy
4605	Basil Frye	Journeyman Blacksmith	1458	Undercity	59.2,29.4 60,28.4 60,28.6 60.6,27.8 61,28.6	2018:Blacksmithing
1215	Alchemist Mallory	Journeyman Alchemist	1429	Elwynn Forest	39.8,48.4 39.8,48.6	2259:Alchemy
1103	Eldrin	Journeyman Tailor	1429	Elwynn Forest	79.2,69	3908:Tailoring
3607	Androl Oakhand	Fisherman	1438	Teldrassil	55.8,93.4 55.8,93.6	7620:Fishing|7731:Fishing
2329	Michelle Belle	Physician	1429	Elwynn Forest	43.4,65.6	3273:First Aid|3274:First Aid
3069	Chaw Stronghide	Journeyman Leatherworker	1412	Mulgore	45.4,57.8 45.6,58	2108:Leatherworking
2327	Shaina Fuller	First Aid Trainer	1453	Stormwind City	42.4,26.8 42.8,26.4 42.8,26.6	3273:First Aid|3274:First Aid
1632	Adele Fielder	Journeyman Leatherworker	1429	Elwynn Forest	46.4,62.2 46.6,62.2	2108:Leatherworking
5784	Waldor	Journeyman Leatherworker	1414	Kalimdor	51.8,55.4	2108:Leatherworking
5811	Kamari	Journeyman Leatherworker	1454	Orgrimmar	63,45 63.2,44.4	2108:Leatherworking
3373	Arnok	First Aid Trainer	1454	Orgrimmar	34,84.4	3273:First Aid|3274:First Aid
5518	Lilliam Sparkspindle	Expert Engineer	1453	Stormwind City	54.8,7.8 55,7.4 55,8.6	4036:Engineering|4037:Engineering
5513	Gelman Stonehand	Mining Trainer	1453	Stormwind City	51,17.2	2018:Blacksmithing|2575:Mining|2576:Mining|3564:Mining|10248:Mining
1218	Herbalist Pomeroy	Herbalism Trainer	1429	Elwynn Forest	39.8,48.4	2366:Herbalism|2368:Herbalism|3570:Herbalism|11993:Herbalism
1651	Lee Brown	Fisherman	1429	Elwynn Forest	47.4,62.2 47.6,62.2	7620:Fishing|7731:Fishing
3494	Tinkerwiz	Journeyman Engineer	1413	The Barrens	62.6,36.2	4036:Engineering
3399	Zamja	Cooking Trainer	1454	Orgrimmar	57.4,53.4 57.4,53.6 57.6,53.4 57.6,53.6	2550:Cooking|3102:Cooking
3347	Yelmak	Expert Alchemist	1454	Orgrimmar	56.4,33.2 56.4,33.8 56.6,33.2 56.6,33.6	2259:Alchemy|3101:Alchemy
1702	Bronk Guzzlegear	Journeyman Engineer	1426	Dun Morogh	50.2,50.4	4036:Engineering
11074	Hgarth	Artisan Enchanter	1442	Stonetalon Mountains	49.2,57.2	7411:Enchanting|7412:Enchanting|7413:Enchanting
1700	Paxton Ganter	Fisherman	1426	Dun Morogh	35.4,40.2 35.6,40.4	7620:Fishing|7731:Fishing
6291	Balthus Stoneflayer	Skinning Trainer	1455	Ironforge	39.4,32.4 39.4,32.6 39.6,32.4 39.6,32.6	8613:Skinning|8617:Skinning|8618:Skinning|10768:Skinning
1466	Gretta Finespindle	Journeyman Leatherworker	1455	Ironforge	39,32.4 39,32.8 39.2,33.6 39.6,33.8	2108:Leatherworking
3404	Jandi	Herbalism Trainer	1454	Orgrimmar	55.4,39.4 55.4,39.6 55.6,39.4 55.6,39.6	2366:Herbalism|2368:Herbalism|3570:Herbalism|11993:Herbalism
3028	Kah Mistrunner	Fishing Trainer	1456	Thunder Bluff	55.8,47.6 56,46.8	7620:Fishing|7731:Fishing
2836	Brikk Keencraft	Master Blacksmith	1434	Stranglethorn Vale	29,75.4 29,75.6	2018:Blacksmithing|3100:Blacksmithing|3538:Blacksmithing|9785:Blacksmithing
8736	Buzzek Bracketswing	Master Engineer	1446	Tanaris	52.2,27.4 52.2,27.6	4036:Engineering|4037:Engineering|4038:Engineering|12656:Engineering
3365	Karolek	Expert Leatherworker	1454	Orgrimmar	62.8,44.4 62.8,44.6	2108:Leatherworking|3104:Leatherworking
5695	Vance Undergloom	Journeyman Enchanter	1420	Tirisfal Glades	61.6,51.6	7411:Enchanting
4586	Graham Van Talen	Journeyman Engineer	1458	Undercity	75.2,72.4 75.4,72.8 75.4,73.6 75.4,74.6 75.6,73.2 75.6,73.6 75.6,74.6	4036:Engineering
4576	Josef Gregorian	Artisan Tailor	1458	Undercity	70.4,30.4 70.4,30.6 70.6,30.4 70.6,30.6 70.8,29.2	3908:Tailoring|3909:Tailoring|3910:Tailoring
5127	Fimble Finespindle	Expert Leatherworker	1455	Ironforge	39.4,33 39.4,33.8 39.8,33.4 39.8,33.6 40.4,32.4	2108:Leatherworking|3104:Leatherworking
5153	Jormund Stonebrow	Expert Tailor	1455	Ironforge	43.2,28.4 43.2,29 43.6,28.2 43.6,29.2 44,30.4 44,30.6	3908:Tailoring|3909:Tailoring
4598	Brom Killian	Mining Trainer	1458	Undercity	55.4,36.2 55.8,36 56,37	2575:Mining|2576:Mining|3564:Mining|10248:Mining
1317	Lucan Cordell	Expert Enchanter	1453	Stormwind City	43,64.4 43,64.6	7411:Enchanting|7412:Enchanting
11083	Darianna	Journeyman Leatherworker	1457	Darnassus	64.2,21.6 64.4,20.4 64.4,21.2 64.6,20.4 64.6,21	2108:Leatherworking
11072	Kitta Firewind	Artisan Enchanter	1429	Elwynn Forest	64.8,70.4 64.8,70.6	7411:Enchanting|7412:Enchanting|7413:Enchanting
3137	Matt Johnson	Mining Trainer	1431	Duskwood	74,49.4 74,49.6	2575:Mining|2576:Mining|3564:Mining|10248:Mining
3412	Nogg	Expert Engineer	1454	Orgrimmar	75.4,24.8 75.8,25.2	4036:Engineering|4037:Engineering
6287	Radnaal Maneweaver	Skinner	1438	Teldrassil	42,50	8613:Skinning|8617:Skinning|8618:Skinning|10768:Skinning
