10086	Hesuwa Thunderhorn	Pet Trainer	1456	Thunder Bluff	54.2,83.6 54.4,83.4 54.6,83
10090	Belia Thundergranite	Pet Trainer	1455	Ironforge	70.2,84.4 70.4,85 70.8,85.4 70.8,85.6
10088	Xao'tsu	Pet Trainer	1454	Orgrimmar	66.4,15 66.4,15.8 66.6,14.8
4320	Caelyb	Pet Trainer	1440	Ashenvale	49.8,67
2879	Karrina Mekenda	Pet Trainer	1453	Stormwind City	61.2,16.8 61.6,15.4 61.6,15.8
3622	Grokor	Pet Trainer	1435	Swamp of Sorrows	47,52.4 47.2,53
3698	Bolyun	Pet Trainer	1440	Ashenvale	18,60
3620	Harruk	Pet Trainer	1411	Durotar	52,43.4 52,43.6
3688	Reban Freerunner	Pet Trainer	1412	Mulgore	46.8,59.6 47.4,55.8 47.6,55.4 47.6,55.6
10089	Silvaria	Pet Trainer	1457	Darnassus	42.2,8.4 42.2,8.8
3306	Keldas	Pet Trainer	1438	Teldrassil	56.6,59.4 56.8,59.6
2878	Peria Lamenur	Pet Trainer	1426	Dun Morogh	46.6,53.8
543	Nalesette Wildbringer	Pet Trainer	1448	Felwood	62.2,24.2
3624	Zudd	Pet Trainer	1434	Stranglethorn Vale	31.2,28.8
3545	Claude Erksine	Pet Trainer	1432	Loch Modan	82.2,62.4 82.2,62.8
